geo_id,geoidsl,geoidsc,nonfamily_households,family_households,median_year_structure_built,rent_burden_not_computed,rent_over_50_percent,rent_40_to_50_percent,rent_35_to_40_percent,rent_30_to_35_percent,rent_25_to_30_percent,rent_20_to_25_percent,rent_15_to_20_percent,rent_10_to_15_percent,rent_under_10_percent,total_pop,male_pop,female_pop,median_age,white_pop,black_pop,asian_pop,hispanic_pop,amerindian_pop,other_race_pop,two_or_more_races_pop,not_hispanic_pop,commuters_by_public_transportation,households,median_income,income_per_capita,housing_units,vacant_housing_units,vacant_housing_units_for_rent,vacant_housing_units_for_sale,median_rent,percent_income_spent_on_rent,owner_occupied_housing_units,million_dollar_housing_units,mortgaged_housing_units,families_with_young_children,two_parent_families_with_young_children,two_parents_in_labor_force_families_with_young_children,two_parents_father_in_labor_force_families_with_young_children,two_parents_mother_in_labor_force_families_with_young_children,two_parents_not_in_labor_force_families_with_young_children,one_parent_families_with_young_children,father_one_parent_families_with_young_children,father_in_labor_force_one_parent_families_with_young_children,commute_10_14_mins,commute_15_19_mins,commute_20_24_mins,commute_25_29_mins,commute_30_34_mins,commute_45_59_mins,aggregate_travel_time_to_work,income_less_10000,income_10000_14999,income_15000_19999,income_20000_24999,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,income_45000_49999,income_50000_59999,income_60000_74999,income_75000_99999,income_100000_124999,income_125000_149999,income_150000_199999,income_200000_or_more,renter_occupied_housing_units_paying_cash_median_gross_rent,owner_occupied_housing_units_lower_value_quartile,owner_occupied_housing_units_median_value,owner_occupied_housing_units_upper_value_quartile,married_households,occupied_housing_units,housing_units_renter_occupied,dwellings_1_units_detached,dwellings_1_units_attached,dwellings_2_units,dwellings_3_to_4_units,dwellings_5_to_9_units,dwellings_10_to_19_units,dwellings_20_to_49_units,dwellings_50_or_more_units,mobile_homes,housing_built_2005_or_later,housing_built_2000_to_2004,housing_built_1939_or_earlier,male_under_5,male_5_to_9,male_10_to_14,male_15_to_17,male_18_to_19,male_20,male_21,male_22_to_24,male_25_to_29,male_30_to_34,male_35_to_39,male_40_to_44,male_45_to_49,male_50_to_54,male_55_to_59,male_60_61,male_62_64,male_65_to_66,male_67_to_69,male_70_to_74,male_75_to_79,male_80_to_84,male_85_and_over,female_under_5,female_5_to_9,female_10_to_14,female_15_to_17,female_18_to_19,female_20,female_21,female_22_to_24,female_25_to_29,female_30_to_34,female_35_to_39,female_40_to_44,female_45_to_49,female_50_to_54,female_55_to_59,female_60_to_61,female_62_to_64,female_65_to_66,female_67_to_69,female_70_to_74,female_75_to_79,female_80_to_84,female_85_and_over,white_including_hispanic,black_including_hispanic,amerindian_including_hispanic,asian_including_hispanic,commute_5_9_mins,commute_35_39_mins,commute_40_44_mins,commute_60_89_mins,commute_90_more_mins,households_retirement_income,asian_male_45_54,asian_male_55_64,black_male_45_54,black_male_55_64,hispanic_male_45_54,hispanic_male_55_64,white_male_45_54,white_male_55_64,bachelors_degree_2,bachelors_degree_or_higher_25_64,children,children_in_single_female_hh,commuters_by_bus,commuters_by_car_truck_van,commuters_by_carpool,commuters_by_subway_or_elevated,commuters_drove_alone,different_house_year_ago_different_city,different_house_year_ago_same_city,employed_agriculture_forestry_fishing_hunting_mining,employed_arts_entertainment_recreation_accommodation_food,employed_construction,employed_education_health_social,employed_finance_insurance_real_estate,employed_information,employed_manufacturing,employed_other_services_not_public_admin,employed_public_administration,employed_retail_trade,employed_science_management_admin_waste,employed_transportation_warehousing_utilities,employed_wholesale_trade,female_female_households,four_more_cars,gini_index,graduate_professional_degree,group_quarters,high_school_including_ged,households_public_asst_or_food_stamps,in_grades_1_to_4,in_grades_5_to_8,in_grades_9_to_12,in_school,in_undergrad_college,less_than_high_school_graduate,male_45_64_associates_degree,male_45_64_bachelors_degree,male_45_64_graduate_degree,male_45_64_less_than_9_grade,male_45_64_grade_9_12,male_45_64_high_school,male_45_64_some_college,male_45_to_64,male_male_households,management_business_sci_arts_employed,no_car,no_cars,not_us_citizen_pop,occupation_management_arts,occupation_natural_resources_construction_maintenance,occupation_production_transportation_material,occupation_sales_office,occupation_services,one_car,two_cars,three_cars,pop_25_64,pop_determined_poverty_status,population_1_year_and_over,population_3_years_over,poverty,sales_office_employed,some_college_and_associates_degree,walked_to_work,worked_at_home,workers_16_and_over,associates_degree,bachelors_degree,high_school_diploma,less_one_year_college,masters_degree,one_year_more_college,pop_25_years_over,commute_35_44_mins,commute_60_more_mins,commute_less_10_mins,commuters_16_over,hispanic_any_race,pop_5_years_over,speak_only_english_at_home,speak_spanish_at_home,speak_spanish_at_home_low_english,pop_15_and_over,pop_never_married,pop_now_married,pop_separated,pop_widowed,pop_divorced,do_date
36105,36105,36105,11144,20455,1972,1280,3702,677,492,932,1412,743,935,796,614,77500,40318,37182,41.8,,,,,,,,,,31599,43578,23547,49216,17617,436,556,683,33.5,20016,330,10496,4864,2127,714,1146,212,55,2737,512,512,4197,5194,3377,1706,4672,1772,844705,2936,2840,1546,2376,881,2300,1947,1279,981,3057,2978,3876,1880,860,1178,684,813,115100,183800,278500,13323,31599,11583,33353,2126,2437,2239,2389,586,495,560,5031,2153,2629,8743,2672,2594,2784,1726,1003,378,694,1294,1806,2175,2974,2906,3022,3517,2888,1076,1346,592,1298,1577,1107,429,460,1549,2229,2511,1265,894,441,554,1377,1995,2033,1601,2794,3010,3382,2939,885,1650,1116,1272,1136,905,767,877,61365,7510,114,1205,3347,733,465,693,2267,5995,,,,,557,197,5091,4590,,7727,17330,4837,,,,,,9336,2363,834,2765,3656,7652,1837,859,2431,1543,1749,4401,2689,1862,752,100,1211,0.457,,2877,,4767,3864,4616,3939,17421,3141,,1286,1413,1243,1012,1173,3180,2542,11849,0,9684,2706,4649,3772,9684,4728,3850,8271,6497,11696,9792,4251,41999,76656,77045,74992,15678,8271,,,,,5454,5178,15506,2286,3819,8723,53535,,,,,,,,,,63161,20664,28503,2385,3839,6482,2010
34009,34009,34009,13432,29331,1974,1023,2977,612,733,1068,1412,1173,597,563,68,97253,47163,50090,47.8,,,,,,,,,,42763,53392,33905,98373,55610,1154,2532,837,33.7,32537,2338,19916,4676,2919,1360,1202,0,357,1757,805,805,8417,7484,4837,2521,3397,2099,884800,2049,2469,2874,1846,2363,1891,2053,1921,2164,3353,3943,5084,4110,2495,1793,2355,1007,222500,327300,492100,22817,42763,10226,51325,16404,10158,5316,3458,2746,2576,3688,2587,3139,13139,15701,2329,2405,2174,2165,1209,603,623,1596,2227,2961,2225,3026,3381,3740,3544,1699,2065,1144,1534,2430,1940,1577,566,1836,2658,2867,1702,1202,405,829,942,1968,2022,2561,2826,3642,4498,4112,1558,2231,1533,2072,2576,2745,1836,1469,88869,4034,1618,969,5097,594,1103,1471,981,10093,,,,,,,6617,6946,12672,14909,18136,3905,,,,,,5742,1386,428,7024,3898,9769,2762,357,1337,2864,3425,5529,3912,1359,1017,44,1784,0.464,6975,1329,26663,2792,5005,3495,4584,18376,3022,7177,781,3077,1333,742,696,5371,2429,14429,77,14995,2938,3383,4105,14995,4724,3259,11265,9438,15705,17476,4415,50286,95950,96039,94296,10064,11265,18221,,,,4565,12672,24277,4219,5490,9437,71708,,,,,,,,,,82984,19703,48342,549,6194,7703,2010
39133,39133,39133,21028,40498,1975,1830,6139,547,1192,1204,1459,2075,2438,1797,392,161386,79657,81729,37.7,,,,,,,,,,61526,49244,23515,67476,5950,1345,899,612,31.9,42453,150,29553,9108,5559,3585,1284,372,318,3549,525,525,9445,7896,10544,7366,10552,7104,1746080,5505,3514,4356,2524,2607,3649,2913,2630,3590,6339,6174,9138,2758,2535,2382,912,733,105800,155900,227400,30317,61526,19073,44541,4077,1687,3120,3885,3417,1309,1077,4363,3723,6924,10251,4041,4652,5396,3628,3597,1426,2281,5091,4686,4107,4070,5133,6077,6156,5101,2391,2331,1640,1989,2049,2377,965,473,3423,4146,4704,3407,4369,2774,1709,3674,4855,4421,4784,5330,6088,6273,6220,1381,2528,1279,2109,2895,2385,1307,1668,148402,6170,314,2677,8386,2826,2978,2073,601,12966,,,,,,,11425,9388,16083,21701,33397,9053,,,,,,21393,7354,209,8623,4384,18759,3166,2198,14349,3279,2466,8866,5798,2605,2631,157,5337,0.427,8444,6839,41070,7512,7314,8218,8465,50525,19587,10729,1902,2775,2496,459,1459,9308,3657,22056,49,23012,659,2687,1237,23012,6109,13278,18473,16461,18868,25859,8775,81932,154432,159824,156609,24749,18473,26742,,,,7405,16083,37949,8280,6226,11057,103068,,,,,,,,,,135024,47801,63870,1080,7252,14631,2010
18019,18019,18019,12696,30875,1977,630,2053,1141,1211,881,2392,1943,1366,442,568,110610,53813,56797,37.7,,,,,,,,,,43571,44099,22632,47857,4286,1129,1025,545,28.5,30944,126,22022,8640,5284,3593,1642,49,0,3356,1064,1064,6982,8823,9125,3868,8994,3113,1260230,2146,1579,2762,3261,2061,3373,3798,3284,1843,3178,4982,5291,2977,1419,915,702,686,99200,132700,174100,22177,43571,12627,34527,1678,1166,1446,2184,1545,999,1140,3132,4707,5183,4028,3587,4086,3143,2362,1647,457,803,1693,4009,4164,4303,3238,4020,4127,3167,1310,1826,967,1463,1162,1077,728,474,3804,3338,3636,2105,1131,619,989,1606,3898,4120,4075,3464,4084,4119,3997,1576,1960,1005,1623,1930,1638,1290,790,99099,7846,0,997,3273,1604,1565,816,1218,9099,,,855,125,,,7239,6050,10366,13403,26061,6367,,,,,,,,165,6336,2914,11333,4149,436,7376,2655,2976,5315,4769,3870,1004,50,3467,0.389,4589,,26107,4711,6117,5697,5565,25312,4009,8889,2172,1711,681,174,1313,5585,2814,14450,172,15356,951,2317,2930,15356,3898,8526,14816,10702,12304,18574,6909,61457,109733,,106032,13816,14816,25653,,,,6569,10366,22581,7048,3509,12036,75604,,,,,,,,,,89016,24537,47610,1796,3649,11102,2010
51015,51015,51015,7889,19870,1980,1181,276,436,74,162,1600,176,683,316,51,74192,38427,35765,42.9,,,,,,,,,,27759,49903,21756,31352,3593,,,558,27.1,22804,478,13707,5001,3366,2534,718,66,48,1635,253,253,4849,5097,6368,2098,4592,1415,706675,1877,1043,1732,1557,1611,1299,1914,1141,1742,2288,4061,3933,1744,1083,609,125,707,136800,201100,295900,16912,27759,4955,26426,211,168,471,687,268,19,35,3067,1037,2933,4642,2312,2057,2141,1570,900,526,392,1420,2415,2022,2505,2969,3053,3048,2691,685,1926,325,1476,1922,866,604,602,1750,1841,2597,1266,742,584,638,504,1801,1926,2468,2305,2672,3008,3147,1309,1341,567,1353,1312,1319,783,532,,,,,2521,1250,1119,732,351,6823,,,,,,,5694,4682,,8065,15534,2425,,,,,,,,875,1885,2281,6875,1492,631,6377,2034,1385,4815,2421,1638,590,0,4050,0.375,,4042,,2510,2589,3780,3784,15477,2580,,759,1326,622,552,1095,4788,2261,11403,0,9737,793,1619,643,9737,3254,6863,9219,4226,5592,10771,5727,41291,70150,,72261,6659,9219,,,,,2976,6704,19002,3508,2968,6162,52952,,,,,,,,,,61494,15699,35409,1435,4259,4592,2010
47189,47189,47189,9925,31897,1990,536,2135,503,706,678,571,515,819,268,208,114537,56978,57559,39.3,,,,,,,,,,41822,55343,26195,45688,3866,906,604,607,36,34883,263,25258,8937,6143,4112,2031,0,0,2794,595,415,5706,5406,7625,4072,8399,6254,1379080,1583,2432,1805,1978,2501,2694,1572,2239,1707,4230,4042,5804,4764,2107,1012,1352,746,140100,188800,266800,24636,41822,6939,35468,1205,1290,527,1376,363,510,483,4466,5495,7696,1555,3742,4603,4143,2663,1402,891,558,1309,2854,3588,4727,3669,4977,4153,3666,1763,1987,926,1784,1590,1421,374,188,3209,4063,3850,2362,1236,548,628,1438,3103,3808,4458,4226,4929,4627,3976,1321,1994,1120,1706,1727,1310,1163,757,102848,7819,0,1419,2479,1913,2660,2393,772,7578,,,466,619,,,8214,6560,12148,15302,28635,5644,,,,,,,,256,3499,4128,12234,4588,1056,5252,1912,3350,5657,4169,2909,1855,36,3448,0.412,5460,,27780,5558,6838,6382,6950,28862,4927,8643,1961,3298,1145,646,1336,5211,2949,16546,215,18876,124,1281,1658,18876,5405,5561,12692,8331,10525,18117,8451,63826,113568,,110155,10480,12692,23861,,,,7106,12148,21471,5047,4203,11708,77892,,,,,,,,,,90927,19569,52386,2292,4717,11476,2010
55105,55105,55105,19206,43349,1966,999,4578,1904,1093,1264,1735,1940,2725,826,0,160310,78323,81987,38.3,,,,,,,,,,62555,46758,23072,68449,5894,1002,1164,582,33.2,45491,148,33200,12818,7674,4867,2597,210,0,5144,1007,874,13692,9455,7530,4323,6878,6411,1716590,4064,3270,4022,3915,3209,3613,3826,4137,3706,5894,6635,7422,3622,2623,1231,1366,698,93900,137000,188000,31612,62555,17064,50441,3798,3605,1530,2165,1851,1992,1201,1866,2984,5002,17984,5312,6123,5424,3128,2091,777,1317,3032,4767,5436,3941,6567,5995,5716,5545,1622,2249,989,1342,2890,2000,1230,830,5006,5402,5707,3954,2026,1117,784,2853,5086,4894,5463,5601,6125,5819,5441,1478,3095,1297,2771,1909,2314,1788,2057,144465,5341,279,1648,9411,1828,3136,2752,1841,12340,,,242,177,405,324,10830,8566,13748,17744,40056,9472,689,67506,7091,0,60415,,,1310,7230,4176,17070,4230,2048,14472,3600,1731,11339,4160,3279,2234,75,4646,0.413,7169,3428,39262,10214,8699,8831,9113,42359,8647,13361,1639,3178,1746,864,2227,7007,4466,21127,79,21805,1282,3238,4625,21805,7117,14504,20014,13439,19363,24765,10543,84840,156578,,155158,22065,20014,32717,2768,3240,74936,9429,13748,32889,7446,5425,15842,106257,,,,,,,,,,127336,35248,65594,2013,7741,15925,2010
13073,13073,13073,11043,33032,1992,582,1343,1270,938,387,949,1111,2574,598,208,124815,61098,63717,36.5,,,,,,,,,,44075,62359,29696,48876,4801,1105,973,601,26,34115,17,26596,11205,7622,3936,3474,152,60,3583,1146,1146,7456,8700,12373,4759,7034,2388,1261680,1889,1021,2426,1740,1544,1986,2284,1212,1953,4523,5442,7387,4615,1784,1583,2686,741,119400,179200,249700,24366,44075,9960,37467,2587,525,1102,708,1137,390,283,4677,7283,8290,494,4424,5012,5230,3260,2023,825,695,2628,3439,3143,3042,4592,5742,4197,3726,1795,1765,635,2226,838,845,401,615,4179,4510,4436,2935,1563,553,1082,2323,3977,3789,5045,4127,5774,4644,5310,918,1717,1255,956,1689,1217,934,784,96586,19415,0,5488,4662,1845,1567,1426,865,9406,,,2054,589,,,7070,5996,16352,22910,33986,8115,,,,,,14587,1249,279,4908,3956,13651,3272,772,6152,2299,4170,5994,5863,2846,1308,132,2969,0.434,10200,,21771,3004,6062,7641,8059,34112,5841,8840,2135,4388,2816,489,1067,4144,2186,17225,0,21812,443,1176,3936,21812,5527,5479,14889,7763,12515,19596,7819,66742,123534,122697,118715,12577,14889,21974,,,,8244,16352,17131,3984,6674,9746,79137,,,,,,,,,,97024,26672,52665,2638,3643,10593,2010
22005,22005,22005,8304,28623,1992,786,1459,243,793,601,658,0,1279,1073,339,107891,53384,54507,34.5,,,,,,,,,,36927,63814,26804,40974,4047,,,683,29,29696,278,19281,9889,5635,3934,1566,135,0,4254,902,650,6298,6932,5652,2230,8816,4153,1176235,2628,1776,787,1806,1379,1077,2520,1570,2100,2195,3538,5414,4931,1946,1557,1703,834,98700,167800,249900,21751,36927,7231,28798,560,191,832,518,714,61,40,9260,7569,5092,1220,3961,4755,4318,2728,1654,1218,524,1534,3567,3590,4492,4092,3637,3580,3561,571,1601,492,1468,632,645,506,258,4180,4119,4334,2091,1759,590,139,2394,3514,3929,3469,4938,4553,3455,2941,1278,1399,937,1267,1078,945,546,652,78790,25039,192,1194,4763,1920,1684,2873,325,5827,,,977,1273,,,5838,4366,,14693,30486,7619,,,,,,,,298,2432,5396,9798,3247,1091,7450,2348,2561,6605,3657,2500,1591,111,1880,0.42,,,,4701,6983,6933,6902,30965,5876,,1088,1759,888,59,1367,5691,2098,12950,0,18320,285,1536,2420,18320,6191,5709,13314,5440,11295,16035,6181,58167,103683,,102513,15366,13314,,,,,4868,11345,21461,4146,3479,9111,67593,,,,,,,,,,82224,22734,45059,1121,2804,10240,2010
37109,37109,37109,8315,21089,1985,778,617,502,74,1109,433,1190,955,358,63,78450,39327,39123,41.2,,,,,,,,,,29404,42456,21861,33664,4260,,,467,26,23325,304,15953,5574,3420,2879,481,0,60,2154,958,852,3875,4000,2516,1265,5530,3950,889635,1457,1746,2767,1166,2394,1833,2281,1669,1803,2828,2621,2357,2299,544,1063,576,627,90900,152500,247400,16525,29404,6079,21894,413,1980,434,816,357,78,0,7692,3374,4414,2953,2261,2933,2721,1904,1006,879,380,771,2283,2297,2131,3594,3181,2984,2655,1032,1643,483,1261,1325,770,637,196,2059,2568,2648,1383,938,430,245,1082,1676,2600,2276,3582,3346,3275,2967,916,1291,1036,858,1602,1161,644,540,,,,,2646,1272,2422,1985,799,5677,,,,,,,5620,4719,7203,8555,18477,3677,,,,,,,,323,2857,2996,6325,2374,535,5670,1353,879,3980,2185,3027,1054,0,2243,0.423,2695,,17807,4554,4115,4505,4315,19042,3324,8839,982,1313,618,426,2056,3611,2489,11495,0,10052,252,1171,2502,10052,4142,6487,7952,4925,7817,12398,5775,43729,77486,,75695,12276,7952,17698,,,,5201,7203,14639,4620,1956,7877,54242,,,,,,,,,,63260,14298,35015,2581,3531,7458,2010
13223,13223,13223,10264,37079,1999,246,1884,784,293,858,957,1504,1325,884,48,142741,70004,72737,34.3,,,,,,,,,,47343,60169,22984,52183,4840,,,766,27.7,38560,216,32677,12514,8135,5160,2689,286,0,4379,1653,1536,4411,7162,5911,2823,8702,10727,2316360,1741,1455,2375,2684,1964,2161,1321,3412,2363,4109,8396,6480,4621,1736,1819,706,913,103600,138800,186600,27284,47343,8783,46049,882,670,397,830,41,1579,152,1583,10207,13953,746,6079,5519,7213,3630,1798,1110,785,2517,3820,4131,6373,6429,5720,4712,3105,803,1789,1088,695,1113,940,415,220,4957,5867,6432,3367,1864,475,457,2344,4706,5705,7444,6267,5491,4473,3604,1911,1612,1143,1330,1185,765,665,673,112960,24581,279,1177,1816,3065,3272,9680,2928,6866,,,1330,568,,,8123,5061,12533,17252,43064,8363,,,,,,,,499,5316,4550,13758,4397,1973,6035,3892,2952,6911,6976,5533,3287,199,3501,0.365,5640,,30049,5069,8883,11703,9862,45810,8099,13516,1073,1858,1374,368,2131,5880,3445,16129,0,22497,817,1375,3736,22497,7382,8211,16857,11132,12098,22109,8260,78095,142049,,136525,11669,16857,26589,,,,6290,12533,24870,5804,4549,14495,88327,,,,,,,,,,106674,27531,57406,2130,5356,13232,2010
17091,17091,17091,12999,29047,1973,1382,3109,1448,997,1014,1322,1469,1599,1023,492,113502,55254,58248,36.6,,,,,,,,,,42046,44784,21771,45247,3201,,,588,31.6,28191,29,18143,9349,5312,4274,967,71,0,4037,571,571,9106,6249,4729,2118,4367,2647,1052230,3188,2894,2156,2632,2150,2608,2567,2935,1068,3196,4547,6064,3338,1169,799,735,707,98200,157500,208600,21139,42046,13855,31791,1506,2151,2660,2666,574,785,552,2562,2717,3288,5905,3912,3611,4686,2412,1912,1682,976,1258,3364,3189,3494,3588,4118,4048,3478,1024,2146,1079,1187,1341,1060,1014,675,3654,5231,2592,2549,1705,1225,1160,1988,3398,3967,3661,3636,3778,4184,3216,1468,2344,818,1547,1739,1804,1268,1316,88593,16913,88,1052,7764,707,896,3114,1355,7696,,,1267,836,468,150,6332,5493,6872,10778,28647,8600,,,,,,,,991,5118,2739,11894,2713,708,6195,2293,1547,6321,3421,2743,1852,71,2441,0.416,4843,3753,26181,5647,6647,5793,7788,31876,6552,11356,1288,1439,1129,581,1700,5116,3561,14814,57,12954,1060,3166,3104,12954,4999,7893,12930,9759,14268,16383,5788,58101,110210,,108766,15897,12930,23697,,,,5753,6872,23336,6525,3656,11419,72949,,,,,,,,,,89816,27445,44761,1899,5694,9138,2010
42073,42073,42073,11314,25170,1956,1221,2548,481,614,1204,984,572,902,586,323,90968,43204,47764,43.8,,,,,,,,,,36484,38192,20157,40964,4480,,,447,33.1,27049,97,15614,5685,3932,2390,1367,76,99,1753,559,517,7074,5545,3762,2334,3556,2577,857510,2913,3605,2859,2842,2693,2228,1622,2308,1646,2795,3488,3864,1763,856,766,236,596,64000,99500,154200,19072,36484,9435,30302,977,1858,2138,1263,631,302,391,3102,804,1641,13027,2180,2376,2775,1830,1380,684,364,1475,2405,2406,1964,3322,2992,3742,3540,1321,1368,1108,1263,1264,1348,1272,825,2295,2804,3337,1886,1130,669,609,1125,2394,2432,2164,3182,3315,3821,3717,1019,1747,1102,1279,1923,2032,1676,2106,85091,4230,118,162,5440,1208,912,1934,782,8487,,,,,,,6527,6019,,9301,19483,4997,,,,,,,,491,3307,2806,9590,1571,409,4545,1647,1184,6417,2624,2812,1190,0,1945,0.425,,2643,,6092,3839,4958,5014,21049,4514,,1051,1565,618,116,925,6068,2620,12963,0,11819,972,2630,,11819,4017,6715,9452,6590,13416,13936,4557,46851,88269,,88431,14696,9452,,,,,5132,8290,25519,3362,2722,6974,64049,,,,,,,,,,75201,19498,39612,1607,6361,7919,2010
13151,13151,13151,19669,49152,1999,538,3851,1494,733,1591,1933,3602,1263,1159,296,205265,99242,106023,35,,,,,,,,,,68821,57341,23894,76575,7754,1365,1961,793,29.2,52361,248,43764,17972,11697,5996,5507,194,0,6275,2058,2058,4198,9997,10647,5196,14941,11512,2778425,4372,2245,2563,3737,2803,2425,3669,3300,3293,6830,8954,10737,7055,3079,2069,1690,1022,112900,158500,218300,36680,68821,16460,62465,1934,64,533,2520,3480,2483,559,2537,12881,22439,1180,7070,10426,7535,6124,2801,1629,681,3499,5928,6209,6883,8508,8324,6582,6097,1576,1968,1603,1204,1885,1710,667,333,6810,7796,9669,4585,1970,719,1840,3286,6274,7814,9558,8663,9591,6928,5628,2575,2657,1561,1842,2666,1312,1033,1246,114505,76189,783,6057,4550,4767,5511,10860,1539,12086,,,5056,2583,519,263,8749,6397,22096,28836,60015,15084,,,,,,31271,2051,582,7121,3574,18912,6372,2641,7499,4279,7289,11987,6820,11447,3239,0,4076,0.399,9474,1352,41069,6057,13427,13873,13395,63943,10072,14253,1651,4331,1455,356,1711,9544,5499,24547,51,30989,1187,1551,6435,30989,6688,12703,26466,14916,22298,28849,12047,111763,203052,202798,197592,21273,26466,41933,,,,11460,22096,34955,9586,6963,20887,128825,,,,,,,,,,155959,44174,81417,3328,7415,18393,2010
47163,47163,47163,22199,42762,1972,2393,3779,1463,1168,1489,2583,1950,1466,780,359,156794,74778,82016,43.8,,,,,,,,,,64961,34590,21181,73825,8864,1743,1269,426,31.3,47531,380,24542,9508,4084,2403,1244,437,0,5424,660,551,12573,13183,9337,4011,6285,1729,1218710,5560,7069,6130,5275,4707,4068,2554,3488,2964,5114,5391,6238,2190,1566,940,1707,556,77300,119000,173000,31951,64961,17430,50944,2558,2594,2358,3141,1488,932,908,8902,3060,4072,7563,3749,4358,4983,2924,1794,1161,671,1993,3899,4188,4908,5348,5447,6192,4825,2518,3311,1212,2306,3996,2208,1725,1062,3955,4992,4983,2947,1707,1137,881,2205,3859,4314,5149,4923,5987,6350,6101,2191,3561,1442,3206,4053,2918,2365,2790,148399,3144,548,299,7029,1407,1271,880,1059,14861,,,,,,,11081,10223,15210,18250,32891,10886,,,,,,,,830,5621,4080,16000,2404,1137,10638,2475,2322,9561,5058,2604,746,51,3886,0.468,7981,4597,38619,10477,7183,7614,8001,36065,7989,19946,1299,3913,2120,2334,2878,6962,2787,22293,0,19020,828,4025,815,19020,6668,8097,18205,11486,21421,24655,10974,83071,152109,,151959,27948,18205,30598,,,,8271,15210,31716,6995,5458,15332,112354,,,,,,,,,,129774,29333,67993,2888,10323,18868,2010
17113,17113,17113,22691,38885,1979,1480,3885,1433,1062,1245,2087,3584,2249,1194,1128,169832,83038,86794,32.7,,,,,,,,,1025,61576,59588,29332,69749,8173,2651,1060,592,26.9,42229,94,29801,12279,8814,6479,2130,205,0,3465,462,404,18712,20862,10015,3853,4057,2427,1480785,4285,2874,2019,3480,3211,3292,2104,2224,2383,5047,6777,8192,6042,3205,3813,2628,702,111400,159600,223000,30928,61576,19347,43955,3073,1166,3486,5523,5927,1930,2152,2537,3899,7077,11410,5344,5479,5945,3687,3681,2382,2865,4429,5708,5018,5464,5643,5913,5819,4152,1947,2119,1269,1108,1844,1114,1167,941,5229,6044,4089,2547,5008,2967,2985,5016,5906,5347,4990,5595,5701,6198,4553,1627,2744,1297,1435,2129,1591,1666,2130,142789,11482,359,7599,15633,1265,897,1476,1197,10965,,,,,,,9597,7783,27936,36721,38364,6822,1025,76244,6560,0,69684,18698,10446,850,8792,3162,21685,18415,1860,5878,4308,2122,10074,5726,3493,1073,121,2017,0.457,13372,8490,26899,4635,8735,8372,8520,57236,24089,5968,1263,5560,3644,451,875,4368,3789,19950,85,36580,1934,3564,5868,36580,3768,7774,24930,14386,21644,27261,7090,84444,161261,167023,163814,19012,24930,27960,4864,2200,86385,5849,27936,24558,7465,9487,14646,102135,,,,,,,,,,137702,51965,63646,1481,6539,13620,2010
29099,29099,29099,21716,57455,1984,1606,2743,2112,977,1010,2053,928,1559,844,822,219084,108919,110165,37.8,,,,,,,,,,79171,52627,22761,87726,8555,1367,2521,516,31.6,64517,281,48700,18675,13088,7875,4598,210,405,5587,1638,1592,9229,10848,12332,8334,17657,12470,2995350,5331,4951,3520,3045,4123,4146,3692,4464,3189,8464,10006,11628,6406,3060,2030,1116,636,106500,156400,213800,42695,79171,14654,65182,2351,388,2916,2337,2108,513,371,11560,6673,11231,4923,7296,8504,7539,4765,3011,1766,1003,3736,7095,7065,7109,7855,9095,8693,7855,2515,3008,1209,2707,3175,2114,1084,720,7079,8242,6743,4735,2915,1426,1349,3132,7237,7177,7889,7019,9281,8608,8123,2050,3368,1888,2207,4124,2605,1744,1224,212007,1586,170,892,7007,4101,7308,7536,1873,15965,,,,,,,17410,12826,15605,20662,54903,11991,93,98412,10832,0,87580,,,295,8447,9998,20505,9229,1847,11687,7351,3737,12273,11226,6343,2034,118,6413,0.387,7167,2176,51397,12118,11986,12455,11703,54453,9775,20428,2342,2327,1825,646,2980,12792,8254,31166,126,27389,1287,3414,1311,27389,14357,14857,29106,19263,21309,33926,14109,121042,216356,,209859,28125,29106,51246,730,2806,103026,12770,15605,39846,13670,5892,24806,145843,,,,,,,,,,173681,45019,91215,3045,8696,25420,2010
09005,09005,09005,24303,52095,1965,2316,3092,1014,1214,1482,2270,1848,1277,1053,659,189840,92448,97392,44.5,,,,,,,,,1137,76398,66307,33598,87543,11145,1308,1134,754,29.7,60173,1885,42806,10176,8106,5789,2054,111,152,2070,438,438,13106,11465,10849,6011,12453,8443,2473865,3646,2546,3492,2886,3157,3709,3336,3350,3120,6277,7527,11074,8548,5652,3917,4161,890,191100,272700,406600,41704,76398,16225,65772,2834,6899,4874,2337,2114,1190,1304,219,2450,5326,22672,4368,5621,6543,4112,2266,666,748,3111,4574,4426,4868,7141,8035,8732,8900,2415,2656,1993,2596,3090,2370,1693,1524,4874,4892,6522,3802,1759,745,1022,2601,4639,4885,5581,7360,8137,8713,7660,3190,3805,1628,2472,4264,3702,2264,2875,178234,2545,98,3352,7232,2555,3492,6895,2589,13930,,,,,655,136,15826,13545,29112,37667,40734,6935,397,86788,6351,332,80437,10803,3594,1118,7300,6671,25409,7190,2155,12781,5350,2769,9852,11080,3320,2537,280,6246,0.425,16905,1465,41406,5743,9368,9814,11008,45016,8694,11760,2535,6441,4098,389,1597,9421,6257,30738,241,39642,678,2982,5156,39642,8854,9650,22093,17293,22463,31235,13472,105717,187161,188331,184717,12128,22093,37005,1285,5368,95152,12296,29112,38306,7615,13136,17094,136188,,,,,,,,,,157020,41492,87278,1649,8660,16386,2010
