,state,county,candidate,party,total_votes,won,county_st,just_co
301,Florida,Indian River County, Write-ins,WRI,3,False,"Indian River County, Florida",Indian River 
302,Florida,Jackson County,Donald Trump,REP,15488,True,"Jackson County, Florida",Jackson 
303,Florida,Jackson County,Joe Biden,DEM,6766,False,"Jackson County, Florida",Jackson 
304,Florida,Jackson County,Jo Jorgensen,LIB,116,False,"Jackson County, Florida",Jackson 
305,Florida,Jackson County,Rocky De La Fuente,ALI,13,False,"Jackson County, Florida",Jackson 
306,Florida,Jackson County,Howie Hawkins,GRN,13,False,"Jackson County, Florida",Jackson 
307,Florida,Jackson County,Gloria La Riva,PSL,13,False,"Jackson County, Florida",Jackson 
308,Florida,Jackson County,Don Blankenship,CST,5,False,"Jackson County, Florida",Jackson 
309,Florida,Jackson County, Write-ins,WRI,5,False,"Jackson County, Florida",Jackson 
310,Florida,Jefferson County,Donald Trump,REP,4479,True,"Jefferson County, Florida",Jefferson 
311,Florida,Jefferson County,Joe Biden,DEM,3897,False,"Jefferson County, Florida",Jefferson 
312,Florida,Jefferson County,Jo Jorgensen,LIB,46,False,"Jefferson County, Florida",Jefferson 
313,Florida,Jefferson County,Howie Hawkins,GRN,13,False,"Jefferson County, Florida",Jefferson 
314,Florida,Jefferson County,Don Blankenship,CST,5,False,"Jefferson County, Florida",Jefferson 
315,Florida,Jefferson County,Rocky De La Fuente,ALI,4,False,"Jefferson County, Florida",Jefferson 
316,Florida,Jefferson County,Gloria La Riva,PSL,4,False,"Jefferson County, Florida",Jefferson 
317,Florida,Jefferson County, Write-ins,WRI,3,False,"Jefferson County, Florida",Jefferson 
318,Florida,Lafayette County,Donald Trump,REP,3128,True,"Lafayette County, Florida",Lafayette 
319,Florida,Lafayette County,Joe Biden,DEM,510,False,"Lafayette County, Florida",Lafayette 
320,Florida,Lafayette County,Jo Jorgensen,LIB,14,False,"Lafayette County, Florida",Lafayette 
321,Florida,Lafayette County,Don Blankenship,CST,2,False,"Lafayette County, Florida",Lafayette 
322,Florida,Lafayette County,Howie Hawkins,GRN,2,False,"Lafayette County, Florida",Lafayette 
323,Florida,Lafayette County,Rocky De La Fuente,ALI,1,False,"Lafayette County, Florida",Lafayette 
324,Florida,Lafayette County,Gloria La Riva,PSL,1,False,"Lafayette County, Florida",Lafayette 
325,Florida,Lake County,Donald Trump,REP,125859,True,"Lake County, Florida",Lake 
326,Florida,Lake County,Joe Biden,DEM,83505,False,"Lake County, Florida",Lake 
327,Florida,Lake County,Jo Jorgensen,LIB,1385,False,"Lake County, Florida",Lake 
328,Florida,Lake County,Howie Hawkins,GRN,254,False,"Lake County, Florida",Lake 
329,Florida,Lake County,Rocky De La Fuente,ALI,120,False,"Lake County, Florida",Lake 
330,Florida,Lake County,Gloria La Riva,PSL,96,False,"Lake County, Florida",Lake 
331,Florida,Lake County,Don Blankenship,CST,79,False,"Lake County, Florida",Lake 
332,Florida,Lake County, Write-ins,WRI,16,False,"Lake County, Florida",Lake 
333,Florida,Lee County,Donald Trump,REP,233247,True,"Lee County, Florida",Lee 
334,Florida,Lee County,Joe Biden,DEM,157695,False,"Lee County, Florida",Lee 
335,Florida,Lee County,Jo Jorgensen,LIB,2016,False,"Lee County, Florida",Lee 
336,Florida,Lee County,Howie Hawkins,GRN,440,False,"Lee County, Florida",Lee 
337,Florida,Lee County,Rocky De La Fuente,ALI,187,False,"Lee County, Florida",Lee 
338,Florida,Lee County,Gloria La Riva,PSL,176,False,"Lee County, Florida",Lee 
339,Florida,Lee County,Don Blankenship,CST,121,False,"Lee County, Florida",Lee 
340,Florida,Lee County, Write-ins,WRI,17,False,"Lee County, Florida",Lee 
341,Florida,Leon County,Joe Biden,DEM,103517,True,"Leon County, Florida",Leon 
342,Florida,Leon County,Donald Trump,REP,57453,False,"Leon County, Florida",Leon 
343,Florida,Leon County,Jo Jorgensen,LIB,1344,False,"Leon County, Florida",Leon 
344,Florida,Leon County,Howie Hawkins,GRN,271,False,"Leon County, Florida",Leon 
345,Florida,Leon County,Gloria La Riva,PSL,122,False,"Leon County, Florida",Leon 
346,Florida,Leon County,Rocky De La Fuente,ALI,98,False,"Leon County, Florida",Leon 
347,Florida,Leon County,Don Blankenship,CST,71,False,"Leon County, Florida",Leon 
348,Florida,Leon County, Write-ins,WRI,53,False,"Leon County, Florida",Leon 
349,Florida,Levy County,Donald Trump,REP,16749,True,"Levy County, Florida",Levy 
350,Florida,Levy County,Joe Biden,DEM,6205,False,"Levy County, Florida",Levy 
351,Florida,Levy County,Jo Jorgensen,LIB,131,False,"Levy County, Florida",Levy 
352,Florida,Levy County,Howie Hawkins,GRN,25,False,"Levy County, Florida",Levy 
353,Florida,Levy County,Rocky De La Fuente,ALI,14,False,"Levy County, Florida",Levy 
354,Florida,Levy County,Don Blankenship,CST,13,False,"Levy County, Florida",Levy 
355,Florida,Levy County,Gloria La Riva,PSL,7,False,"Levy County, Florida",Levy 
356,Florida,Levy County, Write-ins,WRI,1,False,"Levy County, Florida",Levy 
357,Florida,Liberty County,Donald Trump,REP,2846,True,"Liberty County, Florida",Liberty 
358,Florida,Liberty County,Joe Biden,DEM,694,False,"Liberty County, Florida",Liberty 
359,Florida,Liberty County,Jo Jorgensen,LIB,14,False,"Liberty County, Florida",Liberty 
360,Florida,Liberty County,Rocky De La Fuente,ALI,2,False,"Liberty County, Florida",Liberty 
361,Florida,Liberty County,Howie Hawkins,GRN,2,False,"Liberty County, Florida",Liberty 
362,Florida,Liberty County,Gloria La Riva,PSL,2,False,"Liberty County, Florida",Liberty 
363,Florida,Liberty County,Don Blankenship,CST,1,False,"Liberty County, Florida",Liberty 
364,Florida,Madison County,Donald Trump,REP,5576,True,"Madison County, Florida",Madison 
365,Florida,Madison County,Joe Biden,DEM,3747,False,"Madison County, Florida",Madison 
366,Florida,Madison County,Jo Jorgensen,LIB,32,False,"Madison County, Florida",Madison 
367,Florida,Madison County,Howie Hawkins,GRN,13,False,"Madison County, Florida",Madison 
368,Florida,Madison County,Don Blankenship,CST,5,False,"Madison County, Florida",Madison 
369,Florida,Madison County,Gloria La Riva,PSL,4,False,"Madison County, Florida",Madison 
370,Florida,Madison County,Rocky De La Fuente,ALI,3,False,"Madison County, Florida",Madison 
371,Florida,Madison County, Write-ins,WRI,0,False,"Madison County, Florida",Madison 
372,Florida,Manatee County,Donald Trump,REP,124987,True,"Manatee County, Florida",Manatee 
373,Florida,Manatee County,Joe Biden,DEM,90166,False,"Manatee County, Florida",Manatee 
374,Florida,Manatee County,Jo Jorgensen,LIB,1287,False,"Manatee County, Florida",Manatee 
375,Florida,Manatee County,Howie Hawkins,GRN,258,False,"Manatee County, Florida",Manatee 
376,Florida,Manatee County,Rocky De La Fuente,ALI,96,False,"Manatee County, Florida",Manatee 
377,Florida,Manatee County,Gloria La Riva,PSL,78,False,"Manatee County, Florida",Manatee 
378,Florida,Manatee County,Don Blankenship,CST,69,False,"Manatee County, Florida",Manatee 
379,Florida,Manatee County, Write-ins,WRI,17,False,"Manatee County, Florida",Manatee 
380,Florida,Marion County,Donald Trump,REP,127826,True,"Marion County, Florida",Marion 
381,Florida,Marion County,Joe Biden,DEM,74858,False,"Marion County, Florida",Marion 
382,Florida,Marion County,Jo Jorgensen,LIB,1180,False,"Marion County, Florida",Marion 
383,Florida,Marion County,Howie Hawkins,GRN,228,False,"Marion County, Florida",Marion 
384,Florida,Marion County,Gloria La Riva,PSL,98,False,"Marion County, Florida",Marion 
385,Florida,Marion County,Rocky De La Fuente,ALI,91,False,"Marion County, Florida",Marion 
386,Florida,Marion County,Don Blankenship,CST,80,False,"Marion County, Florida",Marion 
387,Florida,Marion County, Write-ins,WRI,15,False,"Marion County, Florida",Marion 
388,Florida,Martin County,Donald Trump,REP,61168,True,"Martin County, Florida",Martin 
389,Florida,Martin County,Joe Biden,DEM,36893,False,"Martin County, Florida",Martin 
390,Florida,Martin County,Jo Jorgensen,LIB,448,False,"Martin County, Florida",Martin 
391,Florida,Martin County,Howie Hawkins,GRN,105,False,"Martin County, Florida",Martin 
392,Florida,Martin County,Rocky De La Fuente,ALI,38,False,"Martin County, Florida",Martin 
393,Florida,Martin County,Don Blankenship,CST,37,False,"Martin County, Florida",Martin 
394,Florida,Martin County,Gloria La Riva,PSL,35,False,"Martin County, Florida",Martin 
395,Florida,Martin County, Write-ins,WRI,2,False,"Martin County, Florida",Martin 
396,Florida,Miami-Dade County,Joe Biden,DEM,617864,True,"Miami-Dade County, Florida",Miami-Dade 
397,Florida,Miami-Dade County,Donald Trump,REP,532833,False,"Miami-Dade County, Florida",Miami-Dade 
398,Florida,Miami-Dade County,Jo Jorgensen,LIB,3329,False,"Miami-Dade County, Florida",Miami-Dade 
399,Florida,Miami-Dade County,Howie Hawkins,GRN,1289,False,"Miami-Dade County, Florida",Miami-Dade 
400,Florida,Miami-Dade County,Rocky De La Fuente,ALI,602,False,"Miami-Dade County, Florida",Miami-Dade 
401,Florida,Miami-Dade County,Gloria La Riva,PSL,579,False,"Miami-Dade County, Florida",Miami-Dade 
402,Florida,Miami-Dade County,Don Blankenship,CST,293,False,"Miami-Dade County, Florida",Miami-Dade 
403,Florida,Miami-Dade County, Write-ins,WRI,27,False,"Miami-Dade County, Florida",Miami-Dade 
404,Florida,Monroe County,Donald Trump,REP,25693,True,"Monroe County, Florida",Monroe 
405,Florida,Monroe County,Joe Biden,DEM,21881,False,"Monroe County, Florida",Monroe 
406,Florida,Monroe County,Jo Jorgensen,LIB,348,False,"Monroe County, Florida",Monroe 
407,Florida,Monroe County,Howie Hawkins,GRN,51,False,"Monroe County, Florida",Monroe 
408,Florida,Monroe County,Rocky De La Fuente,ALI,26,False,"Monroe County, Florida",Monroe 
409,Florida,Monroe County,Gloria La Riva,PSL,14,False,"Monroe County, Florida",Monroe 
410,Florida,Monroe County,Don Blankenship,CST,12,False,"Monroe County, Florida",Monroe 
411,Florida,Monroe County, Write-ins,WRI,4,False,"Monroe County, Florida",Monroe 
412,Florida,Nassau County,Donald Trump,REP,42566,True,"Nassau County, Florida",Nassau 
413,Florida,Nassau County,Joe Biden,DEM,15564,False,"Nassau County, Florida",Nassau 
414,Florida,Nassau County,Jo Jorgensen,LIB,569,False,"Nassau County, Florida",Nassau 
415,Florida,Nassau County,Howie Hawkins,GRN,43,False,"Nassau County, Florida",Nassau 
416,Florida,Nassau County,Rocky De La Fuente,ALI,28,False,"Nassau County, Florida",Nassau 
417,Florida,Nassau County,Don Blankenship,CST,24,False,"Nassau County, Florida",Nassau 
418,Florida,Nassau County,Gloria La Riva,PSL,12,False,"Nassau County, Florida",Nassau 
419,Florida,Nassau County, Write-ins,WRI,5,False,"Nassau County, Florida",Nassau 
420,Florida,Okaloosa County,Donald Trump,REP,79798,True,"Okaloosa County, Florida",Okaloosa 
421,Florida,Okaloosa County,Joe Biden,DEM,34248,False,"Okaloosa County, Florida",Okaloosa 
422,Florida,Okaloosa County,Jo Jorgensen,LIB,1881,False,"Okaloosa County, Florida",Okaloosa 
423,Florida,Okaloosa County,Howie Hawkins,GRN,183,False,"Okaloosa County, Florida",Okaloosa 
424,Florida,Okaloosa County,Don Blankenship,CST,79,False,"Okaloosa County, Florida",Okaloosa 
425,Florida,Okaloosa County,Rocky De La Fuente,ALI,76,False,"Okaloosa County, Florida",Okaloosa 
426,Florida,Okaloosa County,Gloria La Riva,PSL,73,False,"Okaloosa County, Florida",Okaloosa 
427,Florida,Okaloosa County, Write-ins,WRI,35,False,"Okaloosa County, Florida",Okaloosa 
428,Florida,Okeechobee County,Donald Trump,REP,11470,True,"Okeechobee County, Florida",Okeechobee 
429,Florida,Okeechobee County,Joe Biden,DEM,4390,False,"Okeechobee County, Florida",Okeechobee 
430,Florida,Okeechobee County,Jo Jorgensen,LIB,66,False,"Okeechobee County, Florida",Okeechobee 
431,Florida,Okeechobee County,Don Blankenship,CST,8,False,"Okeechobee County, Florida",Okeechobee 
432,Florida,Okeechobee County,Rocky De La Fuente,ALI,8,False,"Okeechobee County, Florida",Okeechobee 
433,Florida,Okeechobee County,Howie Hawkins,GRN,7,False,"Okeechobee County, Florida",Okeechobee 
434,Florida,Okeechobee County,Gloria La Riva,PSL,4,False,"Okeechobee County, Florida",Okeechobee 
435,Florida,Okeechobee County, Write-ins,WRI,1,False,"Okeechobee County, Florida",Okeechobee 
436,Florida,Orange County,Joe Biden,DEM,395014,True,"Orange County, Florida",Orange 
437,Florida,Orange County,Donald Trump,REP,245398,False,"Orange County, Florida",Orange 
438,Florida,Orange County,Jo Jorgensen,LIB,4685,False,"Orange County, Florida",Orange 
439,Florida,Orange County,Howie Hawkins,GRN,1146,False,"Orange County, Florida",Orange 
440,Florida,Orange County,Gloria La Riva,PSL,444,False,"Orange County, Florida",Orange 
441,Florida,Orange County,Rocky De La Fuente,ALI,386,False,"Orange County, Florida",Orange 
442,Florida,Orange County,Don Blankenship,CST,223,False,"Orange County, Florida",Orange 
443,Florida,Orange County, Write-ins,WRI,107,False,"Orange County, Florida",Orange 
444,Florida,Osceola County,Joe Biden,DEM,97297,True,"Osceola County, Florida",Osceola 
445,Florida,Osceola County,Donald Trump,REP,73480,False,"Osceola County, Florida",Osceola 
446,Florida,Osceola County,Jo Jorgensen,LIB,964,False,"Osceola County, Florida",Osceola 
447,Florida,Osceola County,Howie Hawkins,GRN,290,False,"Osceola County, Florida",Osceola 
448,Florida,Osceola County,Rocky De La Fuente,ALI,166,False,"Osceola County, Florida",Osceola 
449,Florida,Osceola County,Gloria La Riva,PSL,140,False,"Osceola County, Florida",Osceola 
450,Florida,Osceola County,Don Blankenship,CST,70,False,"Osceola County, Florida",Osceola 
451,Florida,Osceola County, Write-ins,WRI,29,False,"Osceola County, Florida",Osceola 
452,Florida,Palm Beach County,Joe Biden,DEM,433572,True,"Palm Beach County, Florida",Palm Beach 
453,Florida,Palm Beach County,Donald Trump,REP,334711,False,"Palm Beach County, Florida",Palm Beach 
454,Florida,Palm Beach County,Jo Jorgensen,LIB,3040,False,"Palm Beach County, Florida",Palm Beach 
455,Florida,Palm Beach County,Howie Hawkins,GRN,891,False,"Palm Beach County, Florida",Palm Beach 
456,Florida,Palm Beach County,Rocky De La Fuente,ALI,356,False,"Palm Beach County, Florida",Palm Beach 
457,Florida,Palm Beach County,Gloria La Riva,PSL,335,False,"Palm Beach County, Florida",Palm Beach 
458,Florida,Palm Beach County,Don Blankenship,CST,188,False,"Palm Beach County, Florida",Palm Beach 
459,Florida,Palm Beach County, Write-ins,WRI,65,False,"Palm Beach County, Florida",Palm Beach 
460,Florida,Pasco County,Donald Trump,REP,179621,True,"Pasco County, Florida",Pasco 
461,Florida,Pasco County,Joe Biden,DEM,119073,False,"Pasco County, Florida",Pasco 
462,Florida,Pasco County,Jo Jorgensen,LIB,2265,False,"Pasco County, Florida",Pasco 
463,Florida,Pasco County,Howie Hawkins,GRN,467,False,"Pasco County, Florida",Pasco 
464,Florida,Pasco County,Rocky De La Fuente,ALI,200,False,"Pasco County, Florida",Pasco 
465,Florida,Pasco County,Gloria La Riva,PSL,169,False,"Pasco County, Florida",Pasco 
466,Florida,Pasco County,Don Blankenship,CST,142,False,"Pasco County, Florida",Pasco 
467,Florida,Pasco County, Write-ins,WRI,33,False,"Pasco County, Florida",Pasco 
468,Florida,Pinellas County,Joe Biden,DEM,277450,True,"Pinellas County, Florida",Pinellas 
469,Florida,Pinellas County,Donald Trump,REP,276209,False,"Pinellas County, Florida",Pinellas 
470,Florida,Pinellas County,Jo Jorgensen,LIB,4268,False,"Pinellas County, Florida",Pinellas 
471,Florida,Pinellas County,Howie Hawkins,GRN,912,False,"Pinellas County, Florida",Pinellas 
472,Florida,Pinellas County,Gloria La Riva,PSL,311,False,"Pinellas County, Florida",Pinellas 
473,Florida,Pinellas County,Rocky De La Fuente,ALI,305,False,"Pinellas County, Florida",Pinellas 
474,Florida,Pinellas County,Don Blankenship,CST,199,False,"Pinellas County, Florida",Pinellas 
475,Florida,Pinellas County, Write-ins,WRI,61,False,"Pinellas County, Florida",Pinellas 
476,Florida,Polk County,Donald Trump,REP,194586,True,"Polk County, Florida",Polk 
477,Florida,Polk County,Joe Biden,DEM,145049,False,"Polk County, Florida",Polk 
478,Florida,Polk County,Jo Jorgensen,LIB,2595,False,"Polk County, Florida",Polk 
479,Florida,Polk County,Howie Hawkins,GRN,425,False,"Polk County, Florida",Polk 
480,Florida,Polk County,Gloria La Riva,PSL,217,False,"Polk County, Florida",Polk 
481,Florida,Polk County,Rocky De La Fuente,ALI,204,False,"Polk County, Florida",Polk 
482,Florida,Polk County,Don Blankenship,CST,140,False,"Polk County, Florida",Polk 
483,Florida,Polk County, Write-ins,WRI,40,False,"Polk County, Florida",Polk 
484,Florida,Putnam County,Donald Trump,REP,25514,True,"Putnam County, Florida",Putnam 
485,Florida,Putnam County,Joe Biden,DEM,10527,False,"Putnam County, Florida",Putnam 
486,Florida,Putnam County,Jo Jorgensen,LIB,226,False,"Putnam County, Florida",Putnam 
487,Florida,Putnam County,Howie Hawkins,GRN,50,False,"Putnam County, Florida",Putnam 
488,Florida,Putnam County,Gloria La Riva,PSL,21,False,"Putnam County, Florida",Putnam 
489,Florida,Putnam County,Don Blankenship,CST,20,False,"Putnam County, Florida",Putnam 
490,Florida,Putnam County,Rocky De La Fuente,ALI,14,False,"Putnam County, Florida",Putnam 
491,Florida,Putnam County, Write-ins,WRI,1,False,"Putnam County, Florida",Putnam 
492,Florida,St. Johns County,Donald Trump,REP,110946,True,"St. Johns County, Florida",St. Johns 
493,Florida,St. Johns County,Joe Biden,DEM,63850,False,"St. Johns County, Florida",St. Johns 
494,Florida,St. Johns County,Jo Jorgensen,LIB,1413,False,"St. Johns County, Florida",St. Johns 
495,Florida,St. Johns County,Howie Hawkins,GRN,210,False,"St. Johns County, Florida",St. Johns 
496,Florida,St. Johns County,Rocky De La Fuente,ALI,101,False,"St. Johns County, Florida",St. Johns 
497,Florida,St. Johns County,Gloria La Riva,PSL,54,False,"St. Johns County, Florida",St. Johns 
498,Florida,St. Johns County,Don Blankenship,CST,44,False,"St. Johns County, Florida",St. Johns 
499,Florida,St. Johns County, Write-ins,WRI,4,False,"St. Johns County, Florida",St. Johns 
500,Florida,St. Lucie County,Donald Trump,REP,86831,True,"St. Lucie County, Florida",St. Lucie 
